0.0016104169	-0.4305161	-0.07577643	0.021761712	-0.026050916	-0.035971522	-0.0023276147	0.0008819927	0.050986696	0.02763242	0.02365255	0.0177461	0.044682343	0.11216346	-0.0071014618	0.07754793
0.06599912	-0.56069535	-0.1287442	0.06976796	0.041249476	0.06431051	0.02641383	-0.003328845	0.0007737225	0.06117805	0.060371485	0.016312141	0.023797771	0.10144557	0.07367217	0.100809194
0.10637361	-0.5701803	-0.05676252	0.07419492	0.003783593	0.07244598	0.05435539	-0.053369615	-0.02249361	0.04147643	-0.00829756	-0.05649967	0.10020275	0.081237234	0.0776567	0.07606086
0.058872424	-0.460574	-0.1288388	0.07754375	-0.04065253	0.013504678	0.07452636	0.017541802	0.011596153	0.028347934	-0.024626983	0.00034937085	0.05289889	0.1357674	0.02546324	0.06010049
0.04032413	-0.4724512	-0.085163206	0.012194761	-0.04705088	-0.028860977	0.02295553	-0.0081528425	0.05164351	0.014192708	0.08693901	-0.00790539	-0.018215237	0.123953685	-0.033414423	-0.022251226
0.02977737	-0.37572262	-0.06600258	-0.034460984	-0.0018688971	-0.026266886	0.015334934	-0.01120277	0.0590684	0.043567844	0.008799666	-0.040661905	0.0077691725	0.12589125	0.016962087	0.033681005
0.04869723	-0.51071393	-0.10832062	0.04716478	0.04198679	-0.012073663	0.0416714	0.008710065	0.031874605	0.015011019	0.041508906	0.009026836	0.039034273	0.13760059	-0.0069529987	0.066880986
0.032257956	-0.31283697	-0.014151503	0.016131688	-0.040728174	-0.036320437	0.001703829	-0.04432944	0.067601904	-0.009880922	0.035286114	-0.013700792	0.008436356	0.12364108	0.040390056	0.029595641
0.048771616	-0.4795755	-0.03222476	-0.0034795736	0.008840068	0.022100974	0.012149632	-0.025673678	0.054413527	0.029657515	0.031357974	-0.011101738	0.019513292	0.13715534	-0.011366401	0.012031191
0.08888086	-0.45856968	-0.106919214	0.12275657	0.029063348	0.02746491	0.07742083	-0.10085878	-0.086563386	-0.013828687	-0.019052038	-0.026020177	0.0664395	0.074158855	0.08670378	0.12501368
0.090290524	-0.3491047	-0.11785493	0.02069184	0.009576742	-0.017535632	0.08317934	-0.050904375	0.051372137	0.05457041	-0.01722654	-0.027269293	0.042620488	0.088152096	-0.008729785	0.06534239
0.1258401	-0.59761196	-0.08787369	0.01006777	-0.018445225	0.016315335	0.037672322	-0.04811638	0.052261293	0.057688437	0.051978007	-0.007213355	0.025825191	0.15873137	0.045707192	0.08101186
0.083187856	-0.23149845	-0.060889553	0.032437366	0.027709914	0.038215857	0.027176414	-0.03406382	0.019490734	0.044287547	0.025688441	-0.029198812	-0.0058630435	0.0804152	0.003593907	-0.013627915
